drug_name,medical_condition,drug_classes,activity,pregnancy_category,rating,no_of_reviews,side_effect_categories
2456,Colds & Flu,264,9.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
423,Colds & Flu,41,8.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'dermatological', 'systemic']"
443,Colds & Flu,264,8.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
2214,Colds & Flu,264,8.0,2,7.8,11.0,"['allergic', 'neurological', 'sleep_disorder', 'vision', 'blood_pressure']"
2663,Colds & Flu,264,8.0,2,7.6,14.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'cardiovascular', 'weight_appetite']"
697,Colds & Flu,50,7.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'vision']"
1025,Colds & Flu,41,7.0,1,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'vision']"
1026,Colds & Flu,41,7.0,1,0.0,0.0,['other']
820,Colds & Flu,41,6.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'dermatological', 'systemic']"
2678,Colds & Flu,264,6.0,4,2.0,1.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
191,Colds & Flu,41,5.0,1,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'vision']"
546,Colds & Flu,264,5.0,4,9.1,13.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
1004,Colds & Flu,41,5.0,1,0.0,0.0,['other']
1114,Colds & Flu,41,5.0,1,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'vision']"
1877,Colds & Flu,264,5.0,2,5.0,1.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'liver', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite']"
2372,Colds & Flu,41,5.0,1,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'vision']"
2393,Colds & Flu,41,5.0,1,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'vision']"
2461,Colds & Flu,264,5.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2665,Colds & Flu,41,5.0,1,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'vision']"
2684,Colds & Flu,264,5.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2738,Colds & Flu,41,5.0,1,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'vision']"
2740,Colds & Flu,274,5.0,1,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'vision']"
2792,Colds & Flu,264,5.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'cardiovascular', 'sleep_disorder', 'weight_appetite']"
445,Colds & Flu,264,4.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2185,Colds & Flu,264,4.0,4,9.4,5.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
47,Colds & Flu,264,3.0,4,8.2,5.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'sleep_disorder', 'mental_health', 'weight_appetite']"
48,Colds & Flu,264,3.0,4,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
50,Colds & Flu,264,3.0,4,3.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
178,Colds & Flu,50,3.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'vision']"
187,Colds & Flu,50,3.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'vision']"
542,Colds & Flu,50,3.0,2,10.0,2.0,['other']
1878,Colds & Flu,264,3.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
1879,Colds & Flu,264,3.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
2458,Colds & Flu,264,3.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'blood_pressure']"
2460,Colds & Flu,264,3.0,2,5.0,2.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'liver', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite']"
2681,Colds & Flu,264,3.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2771,Colds & Flu,264,3.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite']"
2805,Colds & Flu,50,3.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'vision']"
39,Colds & Flu,264,2.0,4,2.0,1.0,"['allergic', 'neurological', 'muscle_pain', 'dermatological', 'systemic', 'sleep_disorder', 'vision']"
35,Colds & Flu,264,2.0,4,5.6,9.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'vision', 'weight_appetite']"
86,Colds & Flu,264,2.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
118,Colds & Flu,264,2.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite', 'blood_pressure']"
163,Colds & Flu,264,2.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'mental_health', 'vision', 'blood_pressure']"
299,Colds & Flu,264,2.0,2,0.0,0.0,"['allergic', 'neurological', 'sleep_disorder', 'vision', 'blood_pressure']"
340,Colds & Flu,264,2.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'mental_health', 'vision', 'blood_pressure']"
567,Colds & Flu,50,2.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'vision']"
600,Colds & Flu,259,2.0,4,0.0,0.0,['allergic']
682,Colds & Flu,264,2.0,2,2.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'cardiovascular', 'sleep_disorder', 'weight_appetite']"
692,Colds & Flu,50,2.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'vision']"
696,Colds & Flu,50,2.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'vision']"
708,Colds & Flu,264,2.0,2,7.9,16.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'cardiovascular', 'weight_appetite']"
711,Colds & Flu,264,2.0,4,9.0,7.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
716,Colds & Flu,50,2.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'vision']"
809,Colds & Flu,264,2.0,2,2.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'cardiovascular', 'sleep_disorder', 'weight_appetite']"
850,Colds & Flu,264,2.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite']"
979,Colds & Flu,264,2.0,2,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'vision']"
1031,Colds & Flu,264,2.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'mental_health', 'vision']"
1072,Colds & Flu,264,2.0,2,10.0,9.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'vision']"
1128,Colds & Flu,50,2.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'vision']"
1124,Colds & Flu,264,2.0,4,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
1126,Colds & Flu,50,2.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'vision']"
1125,Colds & Flu,50,2.0,1,0.0,0.0,"['allergic', 'neurological', 'cardiovascular', 'vision']"
1181,Colds & Flu,264,2.0,4,9.2,21.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
2311,Colds & Flu,264,2.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2546,Colds & Flu,264,2.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2661,Colds & Flu,264,2.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'cardiovascular', 'weight_appetite']"
2682,Colds & Flu,264,2.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
2,Colds & Flu,264,1.0,2,0.0,0.0,"['allergic', 'neurological', 'sleep_disorder', 'vision', 'blood_pressure']"
38,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
46,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
45,Colds & Flu,264,1.0,4,4.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite']"
49,Colds & Flu,264,1.0,4,10.0,1.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
51,Colds & Flu,264,1.0,4,8.0,1.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
54,Colds & Flu,264,1.0,2,5.2,5.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'liver', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite']"
58,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
121,Colds & Flu,264,1.0,3,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
126,Colds & Flu,264,1.0,3,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'weight_appetite', 'blood_pressure']"
137,Colds & Flu,264,1.0,2,0.0,0.0,"['allergic', 'neurological', 'renal', 'cardiovascular', 'sleep_disorder', 'vision']"
164,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
186,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
504,Colds & Flu,264,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'cardiovascular', 'sleep_disorder', 'weight_appetite']"
539,Colds & Flu,264,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'blood_pressure']"
540,Colds & Flu,50,1.0,2,0.0,0.0,['other']
599,Colds & Flu,259,1.0,2,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
609,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'neurological', 'mental_health']"
688,Colds & Flu,264,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'mental_health', 'vision']"
690,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic', 'vision', 'blood_pressure']"
691,Colds & Flu,264,1.0,2,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder']"
695,Colds & Flu,264,1.0,2,0.0,1.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
710,Colds & Flu,264,1.0,3,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite', 'blood_pressure']"
713,Colds & Flu,264,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
815,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
825,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
826,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'dermatological', 'systemic', 'sleep_disorder', 'vision']"
836,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
914,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
915,Colds & Flu,264,1.0,2,0.0,0.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'liver', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite']"
917,Colds & Flu,264,1.0,2,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
966,Colds & Flu,264,1.0,2,10.0,11.0,"['allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'vision']"
977,Colds & Flu,264,1.0,2,10.0,2.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
978,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
985,Colds & Flu,264,1.0,2,0.0,0.0,"['allergic', 'renal', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite']"
1047,Colds & Flu,264,1.0,4,0.0,1.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
1067,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'neurological', 'renal', 'sleep_disorder', 'vision', 'blood_pressure']"
1068,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
1332,Colds & Flu,264,1.0,4,0.0,0.0,['other']
1514,Colds & Flu,264,1.0,3,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'sleep_disorder', 'weight_appetite', 'blood_pressure']"
1876,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
1947,Colds & Flu,264,1.0,2,0.0,1.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
1962,Colds & Flu,264,1.0,4,9.0,1.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
2129,Colds & Flu,264,1.0,2,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'vision']"
2152,Colds & Flu,264,1.0,2,0.0,0.0,"['allergic', 'neurological', 'renal', 'cardiovascular', 'sleep_disorder', 'weight_appetite']"
2151,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'neurological', 'renal', 'sleep_disorder', 'vision', 'blood_pressure']"
2310,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite']"
2327,Colds & Flu,264,1.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2404,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2457,Colds & Flu,264,1.0,3,0.0,0.0,"['allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'vision', 'weight_appetite', 'blood_pressure']"
2459,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2547,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2549,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
2550,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2551,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2552,Colds & Flu,264,1.0,2,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
2627,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'systemic', 'sleep_disorder', 'vision', 'weight_appetite']"
2675,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite']"
2677,Colds & Flu,264,1.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
2679,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite']"
2683,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2687,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2689,Colds & Flu,264,1.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'mental_health', 'vision', 'weight_appetite', 'blood_pressure']"
2775,Colds & Flu,259,1.0,2,0.0,0.0,"['allergic', 'cardiovascular', 'dermatological', 'systemic']"
9,Colds & Flu,274,0.0,2,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'muscle_pain', 'cardiovascular', 'systemic', 'sleep_disorder', 'mental_health', 'vision', 'blood_pressure']"
33,Colds & Flu,19,0.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'muscle_pain', 'dermatological', 'systemic', 'sleep_disorder', 'weight_appetite']"
37,Colds & Flu,264,0.0,4,0.0,0.0,"['allergic', 'muscle_pain', 'cardiovascular', 'liver', 'dermatological', 'systemic']"
36,Colds & Flu,264,0.0,4,0.0,0.0,"['gastrointestinal', 'allergic', 'neurological', 'renal', 'muscle_pain', 'cardiovascular', 'dermatological', 'sleep_disorder', 'vision', 'weight_appetite']"
